design	22B2	22B1	22B2_normalized	22B1_normalized
A0025_22508[c-]f	19.0	19.0	19.0	19.0
A0025_22508[c-]r	19.0	19.0	19.0	19.0
A0025_22788[c-]f	20.0	20.0	20.0	20.0
A0025_22788[c-]r	20.0	20.0	20.0	20.0
A0026_24063[c+]f	6.0	6.0	6.0	6.0
A0026_24063[c+]r	6.0	6.0	6.0	6.0
A0026_24075[c+]f	9.0	9.0	9.0	9.0
A0026_24075[c+]r	9.0	9.0	9.0	9.0
A0026_24410[c+]f	3.0	3.0	3.0	3.0
A0026_24410[c+]r	3.0	3.0	3.0	3.0
A0026_24415[c+]f	5.0	5.0	5.0	5.0
A0026_24415[c+]r	5.0	5.0	5.0	5.0
A0026_24416[c+]f	0.0	0.0	0.0	0.0
A0026_24416[c+]r	0.0	0.0	0.0	0.0
A0026_24417[c+]f	21.0	21.0	21.0	21.0
A0026_24417[c+]r	21.0	21.0	21.0	21.0
A0026_24431[c+]f	15.0	15.0	15.0	15.0
A0026_24431[c+]r	15.0	15.0	15.0	15.0
A0026_24467[c+]f	2.0	2.0	2.0	2.0
A0026_24467[c+]r	2.0	2.0	2.0	2.0
A0026_24485[c+]f	0.0	0.0	0.0	0.0
A0026_24485[c+]r	0.0	0.0	0.0	0.0
A0026_24486[c+]f	15.0	15.0	15.0	15.0
A0026_24486[c+]r	15.0	15.0	15.0	15.0
A0027_24813[c-]f	0.0	0.0	0.0	0.0
A0027_24813[c-]r	0.0	0.0	0.0	0.0
A0027_24875[n+]f	8.0	8.0	8.0	8.0
A0027_24875[n+]r	8.0	8.0	8.0	8.0
A0027_24890[c-]f	2.0	2.0	2.0	2.0
A0027_24890[c-]r	2.0	2.0	2.0	2.0
A0027_24904[c-]f	16.0	16.0	16.0	16.0
A0027_24904[c-]r	16.0	16.0	16.0	16.0
A0027_24944[c-]f	4.0	4.0	4.0	4.0
A0027_24944[c-]r	4.0	4.0	4.0	4.0
A0027_24945[c-]f	9.0	9.0	9.0	9.0
A0027_24945[c-]r	9.0	9.0	9.0	9.0
A0027_24999[c-]f	7.0	7.0	7.0	7.0
A0027_24999[c-]r	7.0	7.0	7.0	7.0
A0027_25057[c-]f	28.0	28.0	28.0	28.0
A0027_25057[c-]r	28.0	28.0	28.0	28.0
A0027_25060[c-]f	0.0	0.0	0.0	0.0
A0027_25060[c-]r	0.0	0.0	0.0	0.0
A0027_25129[c-]f	3.0	3.0	3.0	3.0
A0027_25129[c-]r	3.0	3.0	3.0	3.0
A0028_25386[c-]f	1.0	1.0	1.0	1.0
A0028_25386[c-]r	1.0	1.0	1.0	1.0
A0028_25432[c-]f	15.0	15.0	15.0	15.0
A0028_25432[c-]r	15.0	15.0	15.0	15.0
A0028_25437[c-]f	14.0	14.0	14.0	14.0
A0028_25437[c-]r	14.0	14.0	14.0	14.0
A0028_25448[c-]f	36.0	36.0	36.0	36.0
A0028_25448[c-]r	36.0	36.0	36.0	36.0
A0028_25481[c-]f	0.0	0.0	0.0	0.0
A0028_25481[c-]r	0.0	0.0	0.0	0.0
A0028_25482[c-]f	7.0	7.0	7.0	7.0
A0028_25482[c-]r	7.0	7.0	7.0	7.0
A0028_25485[c-]f	19.0	19.0	19.0	19.0
A0028_25485[c-]r	19.0	19.0	19.0	19.0
A0028_25639[c-]f	3.0	3.0	3.0	3.0
A0028_25639[c-]r	3.0	3.0	3.0	3.0
A0028_25685[c-]f	33.0	33.0	33.0	33.0
A0028_25685[c-]r	33.0	33.0	33.0	33.0
A0028_25772[c-]f	6.0	6.0	6.0	6.0
A0028_25772[c-]r	6.0	6.0	6.0	6.0
A0029_26523[c+]f	4.0	4.0	4.0	4.0
A0029_26523[c+]r	4.0	4.0	4.0	4.0
A0029_26612[c+]f	20.0	20.0	20.0	20.0
A0029_26612[c+]r	20.0	20.0	20.0	20.0
A0029_26658[c+]f	4.0	4.0	4.0	4.0
A0029_26658[c+]r	4.0	4.0	4.0	4.0
A0029_26815[c+]f	23.0	23.0	23.0	23.0
A0029_26815[c+]r	23.0	23.0	23.0	23.0
A0029_26896[c+]f	42.0	42.0	42.0	42.0
A0029_26896[c+]r	42.0	42.0	42.0	42.0
A0029_26933[c+]f	21.0	21.0	21.0	21.0
A0029_26933[c+]r	21.0	21.0	21.0	21.0
A0029_26986[c+]f	27.0	27.0	27.0	27.0
A0029_26986[c+]r	27.0	27.0	27.0	27.0
A0029_26987[c+]f	33.0	33.0	33.0	33.0
A0029_26987[c+]r	33.0	33.0	33.0	33.0
A0029_27003[c+]f	3.0	3.0	3.0	3.0
A0029_27003[c+]r	3.0	3.0	3.0	3.0
A0029_27062[c+]f	14.0	14.0	14.0	14.0
A0029_27062[c+]r	14.0	14.0	14.0	14.0
A0030_27196[c-]f	18.0	18.0	18.0	18.0
A0030_27196[c-]r	18.0	18.0	18.0	18.0
A0030_27248[c-]f	0.0	0.0	0.0	0.0
A0030_27248[c-]r	0.0	0.0	0.0	0.0
A0030_27249[c-]f	9.0	9.0	9.0	9.0
A0030_27249[c-]r	9.0	9.0	9.0	9.0
A0030_27280[c-]f	0.0	0.0	0.0	0.0
A0030_27280[c-]r	0.0	0.0	0.0	0.0
A0030_27292[c-]f	5.0	5.0	5.0	5.0
A0030_27292[c-]r	5.0	5.0	5.0	5.0
A0030_27293[c-]f	137.0	137.0	137.0	137.0
A0030_27293[c-]r	137.0	137.0	137.0	137.0
A0030_27300[c-]f	22.0	22.0	22.0	22.0
A0030_27300[c-]r	22.0	22.0	22.0	22.0
A0030_27314[c-]f	14.0	14.0	14.0	14.0
A0030_27314[c-]r	14.0	14.0	14.0	14.0
A0030_27450[c-]f	19.0	19.0	19.0	19.0
A0030_27450[c-]r	19.0	19.0	19.0	19.0
A0030_27529[c-]f	25.0	25.0	25.0	25.0
A0030_27529[c-]r	25.0	25.0	25.0	25.0
A0031_28363[c-]f	20.0	20.0	20.0	20.0
A0031_28363[c-]r	20.0	20.0	20.0	20.0
A0031_28389[c-]f	4.0	4.0	4.0	4.0
A0031_28389[c-]r	4.0	4.0	4.0	4.0
A0031_28390[c-]f	23.0	23.0	23.0	23.0
A0031_28390[c-]r	23.0	23.0	23.0	23.0
A0031_28414[c-]f	1.0	1.0	1.0	1.0
A0031_28414[c-]r	1.0	1.0	1.0	1.0
A0031_28451[c-]f	12.0	12.0	12.0	12.0
A0031_28451[c-]r	12.0	12.0	12.0	12.0
A0031_28456[c-]f	6.0	6.0	6.0	6.0
A0031_28456[c-]r	6.0	6.0	6.0	6.0
A0031_28469[c-]f	1.0	1.0	1.0	1.0
A0031_28469[c-]r	1.0	1.0	1.0	1.0
A0031_28585[c-]f	0.0	0.0	0.0	0.0
A0031_28585[c-]r	0.0	0.0	0.0	0.0
A0031_28615[c-]f	5.0	5.0	5.0	5.0
A0031_28615[c-]r	5.0	5.0	5.0	5.0
A0031_28617[c-]f	256.0	256.0	256.0	256.0
A0031_28617[c-]r	256.0	256.0	256.0	256.0
A0032_28956[c-]f	0.0	0.0	0.0	0.0
A0032_28956[c-]r	0.0	0.0	0.0	0.0
A0032_28988[c-]f	31.0	31.0	31.0	31.0
A0032_28988[c-]r	31.0	31.0	31.0	31.0
A0032_29017[c-]f	14.0	14.0	14.0	14.0
A0032_29017[c-]r	14.0	14.0	14.0	14.0
A0032_29036[c-]f	9.0	9.0	9.0	9.0
A0032_29036[c-]r	9.0	9.0	9.0	9.0
A0032_29068[c-]f	2.0	2.0	2.0	2.0
A0032_29068[c-]r	2.0	2.0	2.0	2.0
A0032_29109[c-]f	22.0	22.0	22.0	22.0
A0032_29109[c-]r	22.0	22.0	22.0	22.0
A0032_29166[c-]f	7.0	7.0	7.0	7.0
A0032_29166[c-]r	7.0	7.0	7.0	7.0
A0032_29167[c-]f	13.0	13.0	13.0	13.0
A0032_29167[c-]r	13.0	13.0	13.0	13.0
A0032_29257[c-]f	8.0	8.0	8.0	8.0
A0032_29257[c-]r	8.0	8.0	8.0	8.0
A0032_29309[c-]f	7.0	7.0	7.0	7.0
A0032_29309[c-]r	7.0	7.0	7.0	7.0
A0033_30213[c+]f	2.0	2.0	2.0	2.0
A0033_30213[c+]r	2.0	2.0	2.0	2.0
A0033_30285[c+]f	19.0	19.0	19.0	19.0
A0033_30285[c+]r	19.0	19.0	19.0	19.0
A0033_30459[c+]f	19.0	19.0	19.0	19.0
A0033_30459[c+]r	19.0	19.0	19.0	19.0
A0033_30460[c+]f	7.0	7.0	7.0	7.0
A0033_30460[c+]r	7.0	7.0	7.0	7.0
A0033_30477[c+]f	1.0	1.0	1.0	1.0
A0033_30477[c+]r	1.0	1.0	1.0	1.0
A0033_30484[c+]f	4.0	4.0	4.0	4.0
A0033_30484[c+]r	4.0	4.0	4.0	4.0
A0033_30523[c+]f	23.0	23.0	23.0	23.0
A0033_30523[c+]r	23.0	23.0	23.0	23.0
A0033_30662[c+]f	11.0	11.0	11.0	11.0
A0033_30662[c+]r	11.0	11.0	11.0	11.0
A0033_30694[c+]f	10.0	10.0	10.0	10.0
A0033_30694[c+]r	10.0	10.0	10.0	10.0
A0033_30746[c+]f	35.0	35.0	35.0	35.0
A0033_30746[c+]r	35.0	35.0	35.0	35.0
A0034_30945[c+]f	0.0	0.0	0.0	0.0
A0034_30945[c+]r	0.0	0.0	0.0	0.0
A0034_31185[c+]f	5.0	5.0	5.0	5.0
A0034_31185[c+]r	5.0	5.0	5.0	5.0
A0034_31284[c+]f	1.0	1.0	1.0	1.0
A0034_31284[c+]r	1.0	1.0	1.0	1.0
A0034_31402[c+]f	61.0	61.0	61.0	61.0
A0034_31402[c+]r	61.0	61.0	61.0	61.0
A0034_31482[c+]f	20.0	20.0	20.0	20.0
A0034_31482[c+]r	20.0	20.0	20.0	20.0
A0034_31526[c+]f	2.0	2.0	2.0	2.0
A0034_31526[c+]r	2.0	2.0	2.0	2.0
A0034_31598[c+]f	22.0	22.0	22.0	22.0
A0034_31598[c+]r	22.0	22.0	22.0	22.0
A0034_31657[c+]f	17.0	17.0	17.0	17.0
A0034_31657[c+]r	17.0	17.0	17.0	17.0
A0034_31690[c+]f	1.0	1.0	1.0	1.0
A0034_31690[c+]r	1.0	1.0	1.0	1.0
A0034_31691[c+]f	6.0	6.0	6.0	6.0
A0034_31691[c+]r	6.0	6.0	6.0	6.0
A0035_33146[c+]f	0.0	0.0	0.0	0.0
A0035_33146[c+]r	0.0	0.0	0.0	0.0
A0035_33213[c+]f	0.0	0.0	0.0	0.0
A0035_33213[c+]r	0.0	0.0	0.0	0.0
A0035_33234[c+]f	0.0	0.0	0.0	0.0
A0035_33234[c+]r	0.0	0.0	0.0	0.0
A0035_33294[c+]f	0.0	0.0	0.0	0.0
A0035_33294[c+]r	0.0	0.0	0.0	0.0
A0035_33330[c+]f	0.0	0.0	0.0	0.0
A0035_33330[c+]r	0.0	0.0	0.0	0.0
A0035_33331[c+]f	0.0	0.0	0.0	0.0
A0035_33331[c+]r	0.0	0.0	0.0	0.0
A0035_33374[c+]f	0.0	0.0	0.0	0.0
A0035_33374[c+]r	0.0	0.0	0.0	0.0
A0035_33404[c+]f	0.0	0.0	0.0	0.0
A0035_33404[c+]r	0.0	0.0	0.0	0.0
A0035_33420[c+]f	0.0	0.0	0.0	0.0
A0035_33420[c+]r	0.0	0.0	0.0	0.0
A0035_33421[c+]f	0.0	0.0	0.0	0.0
A0035_33421[c+]r	0.0	0.0	0.0	0.0
A0036_34226[c+]f	5.0	5.0	5.0	5.0
A0036_34226[c+]r	5.0	5.0	5.0	5.0
A0036_34303[c+]f	0.0	0.0	0.0	0.0
A0036_34303[c+]r	0.0	0.0	0.0	0.0
A0036_34304[c+]f	0.0	0.0	0.0	0.0
A0036_34304[c+]r	0.0	0.0	0.0	0.0
A0036_34305[c+]f	4.0	4.0	4.0	4.0
A0036_34305[c+]r	4.0	4.0	4.0	4.0
A0036_34377[c+]f	13.0	13.0	13.0	13.0
A0036_34377[c+]r	13.0	13.0	13.0	13.0
A0036_34391[c+]f	7.0	7.0	7.0	7.0
A0036_34391[c+]r	7.0	7.0	7.0	7.0
A0036_34429[c+]f	0.0	0.0	0.0	0.0
A0036_34429[c+]r	0.0	0.0	0.0	0.0
A0036_34448[c+]f	3.0	3.0	3.0	3.0
A0036_34448[c+]r	3.0	3.0	3.0	3.0
A0036_34449[c+]f	9.0	9.0	9.0	9.0
A0036_34449[c+]r	9.0	9.0	9.0	9.0
A0036_34478[c+]f	5.0	5.0	5.0	5.0
A0036_34478[c+]r	5.0	5.0	5.0	5.0
A0037_34715[c-]f	0.0	0.0	0.0	0.0
A0037_34715[c-]r	0.0	0.0	0.0	0.0
A0037_34751[c-]f	0.0	0.0	0.0	0.0
A0037_34751[c-]r	0.0	0.0	0.0	0.0
A0037_34791[c-]f	0.0	0.0	0.0	0.0
A0037_34791[c-]r	0.0	0.0	0.0	0.0
A0037_34872[c-]f	48.0	48.0	48.0	48.0
A0037_34872[c-]r	48.0	48.0	48.0	48.0
A0037_34873[c-]f	89.0	89.0	89.0	89.0
A0037_34873[c-]r	89.0	89.0	89.0	89.0
A0037_34874[c-]f	4.0	4.0	4.0	4.0
A0037_34874[c-]r	4.0	4.0	4.0	4.0
A0037_34940[c-]f	0.0	0.0	0.0	0.0
A0037_34940[c-]r	0.0	0.0	0.0	0.0
A0037_34941[c-]f	1.0	1.0	1.0	1.0
A0037_34941[c-]r	1.0	1.0	1.0	1.0
A0037_34976[c-]f	15.0	15.0	15.0	15.0
A0037_34976[c-]r	15.0	15.0	15.0	15.0
A0037_35127[c-]f	48.0	48.0	48.0	48.0
A0037_35127[c-]r	48.0	48.0	48.0	48.0
A0038_35769[c-]f	0.0	0.0	0.0	0.0
A0038_35769[c-]r	0.0	0.0	0.0	0.0
A0038_35775[c-]f	0.0	0.0	0.0	0.0
A0038_35775[c-]r	0.0	0.0	0.0	0.0
A0038_35778[c-]f	0.0	0.0	0.0	0.0
A0038_35778[c-]r	0.0	0.0	0.0	0.0
A0038_35779[c-]f	0.0	0.0	0.0	0.0
A0038_35779[c-]r	0.0	0.0	0.0	0.0
A0038_35837[c-]f	3.0	3.0	3.0	3.0
A0038_35837[c-]r	3.0	3.0	3.0	3.0
A0038_35913[c-]f	0.0	0.0	0.0	0.0
A0038_35913[c-]r	0.0	0.0	0.0	0.0
A0038_35928[c-]f	0.0	0.0	0.0	0.0
A0038_35928[c-]r	0.0	0.0	0.0	0.0
A0038_35955[c-]f	0.0	0.0	0.0	0.0
A0038_35955[c-]r	0.0	0.0	0.0	0.0
A0038_36031[c-]f	0.0	0.0	0.0	0.0
A0038_36031[c-]r	0.0	0.0	0.0	0.0
A0038_36256[c-]f	0.0	0.0	0.0	0.0
A0038_36256[c-]r	0.0	0.0	0.0	0.0
A0039_36695[c-]f	9.0	9.0	9.0	9.0
A0039_36695[c-]r	9.0	9.0	9.0	9.0
A0039_36710[c-]f	3.0	3.0	3.0	3.0
A0039_36710[c-]r	3.0	3.0	3.0	3.0
A0039_36725[c-]f	16.0	16.0	16.0	16.0
A0039_36725[c-]r	16.0	16.0	16.0	16.0
A0039_36763[c-]f	1.0	1.0	1.0	1.0
A0039_36763[c-]r	1.0	1.0	1.0	1.0
A0039_36786[c-]f	7.0	7.0	7.0	7.0
A0039_36786[c-]r	7.0	7.0	7.0	7.0
A0039_36821[c-]f	7.0	7.0	7.0	7.0
A0039_36821[c-]r	7.0	7.0	7.0	7.0
A0039_36908[c-]f	11.0	11.0	11.0	11.0
A0039_36908[c-]r	11.0	11.0	11.0	11.0
A0039_36963[c-]f	6.0	6.0	6.0	6.0
A0039_36963[c-]r	6.0	6.0	6.0	6.0
A0039_37070[c-]f	8.0	8.0	8.0	8.0
A0039_37070[c-]r	8.0	8.0	8.0	8.0
A0039_37071[c-]f	3.0	3.0	3.0	3.0
A0039_37071[c-]r	3.0	3.0	3.0	3.0
A0040_39581[c+]f	0.0	0.0	0.0	0.0
A0040_39581[c+]r	0.0	0.0	0.0	0.0
A0040_39582[c+]f	0.0	0.0	0.0	0.0
A0040_39582[c+]r	0.0	0.0	0.0	0.0
A0040_39626[c+]f	0.0	0.0	0.0	0.0
A0040_39626[c+]r	0.0	0.0	0.0	0.0
A0040_39644[c+]f	0.0	0.0	0.0	0.0
A0040_39644[c+]r	0.0	0.0	0.0	0.0
A0040_39645[c+]f	68.0	68.0	68.0	68.0
A0040_39645[c+]r	68.0	68.0	68.0	68.0
A0040_39770[c+]f	0.0	0.0	0.0	0.0
A0040_39770[c+]r	0.0	0.0	0.0	0.0
A0040_39864[c+]f	1.0	1.0	1.0	1.0
A0040_39864[c+]r	1.0	1.0	1.0	1.0
A0040_39878[c+]f	0.0	0.0	0.0	0.0
A0040_39878[c+]r	0.0	0.0	0.0	0.0
A0040_39909[c+]f	7.0	7.0	7.0	7.0
A0040_39909[c+]r	7.0	7.0	7.0	7.0
A0040_39945[c+]f	0.0	0.0	0.0	0.0
A0040_39945[c+]r	0.0	0.0	0.0	0.0
A0041_45717[c+]f	5.0	5.0	5.0	5.0
A0041_45717[c+]r	5.0	5.0	5.0	5.0
A0041_45718[c+]f	2.0	2.0	2.0	2.0
A0041_45718[c+]r	2.0	2.0	2.0	2.0
A0041_45821[c+]f	43.0	43.0	43.0	43.0
A0041_45821[c+]r	43.0	43.0	43.0	43.0
A0041_45860[c+]f	17.0	17.0	17.0	17.0
A0041_45860[c+]r	17.0	17.0	17.0	17.0
A0041_45888[c+]f	19.0	19.0	19.0	19.0
A0041_45888[c+]r	19.0	19.0	19.0	19.0
A0041_45895[c+]f	29.0	29.0	29.0	29.0
A0041_45895[c+]r	29.0	29.0	29.0	29.0
A0041_45896[c+]f	8.0	8.0	8.0	8.0
A0041_45896[c+]r	8.0	8.0	8.0	8.0
A0041_45897[c+]f	12.0	12.0	12.0	12.0
A0041_45897[c+]r	12.0	12.0	12.0	12.0
A0041_45898[c+]f	7.0	7.0	7.0	7.0
A0041_45898[c+]r	7.0	7.0	7.0	7.0
A0041_45902[c+]f	10.0	10.0	10.0	10.0
A0041_45902[c+]r	10.0	10.0	10.0	10.0
A0042_46383[c+]f	9.0	9.0	9.0	9.0
A0042_46383[c+]r	9.0	9.0	9.0	9.0
A0042_46416[c+]f	11.0	11.0	11.0	11.0
A0042_46416[c+]r	11.0	11.0	11.0	11.0
A0042_46417[c+]f	5.0	5.0	5.0	5.0
A0042_46417[c+]r	5.0	5.0	5.0	5.0
A0042_46437[c+]f	1.0	1.0	1.0	1.0
A0042_46437[c+]r	1.0	1.0	1.0	1.0
A0042_46445[c+]f	13.0	13.0	13.0	13.0
A0042_46445[c+]r	13.0	13.0	13.0	13.0
A0042_46446[c+]f	15.0	15.0	15.0	15.0
A0042_46446[c+]r	15.0	15.0	15.0	15.0
A0042_46509[c+]f	8.0	8.0	8.0	8.0
A0042_46509[c+]r	8.0	8.0	8.0	8.0
A0042_46527[c+]f	3.0	3.0	3.0	3.0
A0042_46527[c+]r	3.0	3.0	3.0	3.0
A0042_46605[c+]f	18.0	18.0	18.0	18.0
A0042_46605[c+]r	18.0	18.0	18.0	18.0
A0042_46606[c+]f	13.0	13.0	13.0	13.0
A0042_46606[c+]r	13.0	13.0	13.0	13.0
A0043_46874[c-]f	1.0	1.0	1.0	1.0
A0043_46874[c-]r	1.0	1.0	1.0	1.0
A0043_46875[c-]f	1.0	1.0	1.0	1.0
A0043_46875[c-]r	1.0	1.0	1.0	1.0
A0043_46892[c-]f	358.0	358.0	358.0	358.0
A0043_46892[c-]r	358.0	358.0	358.0	358.0
A0043_46971[c-]f	13.0	13.0	13.0	13.0
A0043_46971[c-]r	13.0	13.0	13.0	13.0
A0043_46972[c-]f	6.0	6.0	6.0	6.0
A0043_46972[c-]r	6.0	6.0	6.0	6.0
A0043_47033[c-]f	52.0	52.0	52.0	52.0
A0043_47033[c-]r	52.0	52.0	52.0	52.0
A0043_47077[c-]f	56.0	56.0	56.0	56.0
A0043_47077[c-]r	56.0	56.0	56.0	56.0
A0043_47194[c-]f	11.0	11.0	11.0	11.0
A0043_47194[c-]r	11.0	11.0	11.0	11.0
A0043_47195[c-]f	25.0	25.0	25.0	25.0
A0043_47195[c-]r	25.0	25.0	25.0	25.0
A0043_47196[c-]f	5.0	5.0	5.0	5.0
A0043_47196[c-]r	5.0	5.0	5.0	5.0
A0044_48878[c+]f	0.0	0.0	0.0	0.0
A0044_48878[c+]r	0.0	0.0	0.0	0.0
A0044_48879[c+]f	0.0	0.0	0.0	0.0
A0044_48879[c+]r	0.0	0.0	0.0	0.0
A0044_48888[c+]f	11.0	11.0	11.0	11.0
A0044_48888[c+]r	11.0	11.0	11.0	11.0
A0044_48964[c+]f	6.0	6.0	6.0	6.0
A0044_48964[c+]r	6.0	6.0	6.0	6.0
A0044_48973[c+]f	0.0	0.0	0.0	0.0
A0044_48973[c+]r	0.0	0.0	0.0	0.0
A0044_48974[c+]f	4.0	4.0	4.0	4.0
A0044_48974[c+]r	4.0	4.0	4.0	4.0
A0044_48980[c+]f	9.0	9.0	9.0	9.0
A0044_48980[c+]r	9.0	9.0	9.0	9.0
A0044_48992[c+]f	9.0	9.0	9.0	9.0
A0044_48992[c+]r	9.0	9.0	9.0	9.0
A0044_49047[c+]f	20.0	20.0	20.0	20.0
A0044_49047[c+]r	20.0	20.0	20.0	20.0
A0044_49074[c+]f	3.0	3.0	3.0	3.0
A0044_49074[c+]r	3.0	3.0	3.0	3.0
A0045_49600[c-]f	1.0	1.0	1.0	1.0
A0045_49600[c-]r	1.0	1.0	1.0	1.0
A0045_49609[c-]f	0.0	0.0	0.0	0.0
A0045_49609[c-]r	0.0	0.0	0.0	0.0
A0045_49672[c-]f	17.0	17.0	17.0	17.0
A0045_49672[c-]r	17.0	17.0	17.0	17.0
A0045_49695[c-]f	7.0	7.0	7.0	7.0
A0045_49695[c-]r	7.0	7.0	7.0	7.0
A0045_49698[c-]f	0.0	0.0	0.0	0.0
A0045_49698[c-]r	0.0	0.0	0.0	0.0
A0045_49701[c-]f	5.0	5.0	5.0	5.0
A0045_49701[c-]r	5.0	5.0	5.0	5.0
A0045_49708[c-]f	17.0	17.0	17.0	17.0
A0045_49708[c-]r	17.0	17.0	17.0	17.0
A0045_49749[c-]f	25.0	25.0	25.0	25.0
A0045_49749[c-]r	25.0	25.0	25.0	25.0
A0045_49750[c-]f	17.0	17.0	17.0	17.0
A0045_49750[c-]r	17.0	17.0	17.0	17.0
A0045_49752[c-]f	4.0	4.0	4.0	4.0
A0045_49752[c-]r	4.0	4.0	4.0	4.0
A0046_50874[c-]f	5.0	5.0	5.0	5.0
A0046_50874[c-]r	5.0	5.0	5.0	5.0
A0046_50903[c-]f	17.0	17.0	17.0	17.0
A0046_50903[c-]r	17.0	17.0	17.0	17.0
A0046_50914[c-]f	7.0	7.0	7.0	7.0
A0046_50914[c-]r	7.0	7.0	7.0	7.0
A0046_50959[c-]f	3.0	3.0	3.0	3.0
A0046_50959[c-]r	3.0	3.0	3.0	3.0
A0046_50963[c-]f	2.0	2.0	2.0	2.0
A0046_50963[c-]r	2.0	2.0	2.0	2.0
A0046_51014[c-]f	22.0	22.0	22.0	22.0
A0046_51014[c-]r	22.0	22.0	22.0	22.0
A0046_51061[c-]f	5.0	5.0	5.0	5.0
A0046_51061[c-]r	5.0	5.0	5.0	5.0
A0046_51072[c-]f	0.0	0.0	0.0	0.0
A0046_51072[c-]r	0.0	0.0	0.0	0.0
A0046_51073[c-]f	8.0	8.0	8.0	8.0
A0046_51073[c-]r	8.0	8.0	8.0	8.0
A0046_51121[c-]f	7.0	7.0	7.0	7.0
A0046_51121[c-]r	7.0	7.0	7.0	7.0
A0047_51285[c-]f	14.0	14.0	14.0	14.0
A0047_51285[c-]r	14.0	14.0	14.0	14.0
A0047_51287[c-]f	3.0	3.0	3.0	3.0
A0047_51287[c-]r	3.0	3.0	3.0	3.0
A0047_51294[c-]f	11.0	11.0	11.0	11.0
A0047_51294[c-]r	11.0	11.0	11.0	11.0
A0047_51300[c-]f	33.0	33.0	33.0	33.0
A0047_51300[c-]r	33.0	33.0	33.0	33.0
A0047_51301[c-]f	4.0	4.0	4.0	4.0
A0047_51301[c-]r	4.0	4.0	4.0	4.0
A0047_51334[c-]f	45.0	45.0	45.0	45.0
A0047_51334[c-]r	45.0	45.0	45.0	45.0
A0047_51365[c-]f	3.0	3.0	3.0	3.0
A0047_51365[c-]r	3.0	3.0	3.0	3.0
A0047_51431[c-]f	70.0	70.0	70.0	70.0
A0047_51431[c-]r	70.0	70.0	70.0	70.0
A0047_51574[c-]f	0.0	0.0	0.0	0.0
A0047_51574[c-]r	0.0	0.0	0.0	0.0
A0047_51641[c-]f	2.0	2.0	2.0	2.0
A0047_51641[c-]r	2.0	2.0	2.0	2.0
A0048_51799[c-]f	7.0	7.0	7.0	7.0
A0048_51799[c-]r	7.0	7.0	7.0	7.0
A0048_51800[c-]f	289.0	289.0	289.0	289.0
A0048_51800[c-]r	289.0	289.0	289.0	289.0
A0048_51814[c-]f	26.0	26.0	26.0	26.0
A0048_51814[c-]r	26.0	26.0	26.0	26.0
A0048_51855[c-]f	24.0	24.0	24.0	24.0
A0048_51855[c-]r	24.0	24.0	24.0	24.0
A0048_51866[c-]f	12.0	12.0	12.0	12.0
A0048_51866[c-]r	12.0	12.0	12.0	12.0
A0048_51890[c-]f	3.0	3.0	3.0	3.0
A0048_51890[c-]r	3.0	3.0	3.0	3.0
A0048_51899[c-]f	5.0	5.0	5.0	5.0
A0048_51899[c-]r	5.0	5.0	5.0	5.0
A0048_51900[c-]f	1.0	1.0	1.0	1.0
A0048_51900[c-]r	1.0	1.0	1.0	1.0
A0048_51909[c-]f	23.0	23.0	23.0	23.0
A0048_51909[c-]r	23.0	23.0	23.0	23.0
A0048_51979[c-]f	6.0	6.0	6.0	6.0
A0048_51979[c-]r	6.0	6.0	6.0	6.0
A0049_56411[c-]f	9.0	9.0	9.0	9.0
A0049_56411[c-]r	9.0	9.0	9.0	9.0
A0049_56427[c-]f	8.0	8.0	8.0	8.0
A0049_56427[c-]r	8.0	8.0	8.0	8.0
A0049_56454[c-]f	21.0	21.0	21.0	21.0
A0049_56454[c-]r	21.0	21.0	21.0	21.0
A0049_56487[c-]f	11.0	11.0	11.0	11.0
A0049_56487[c-]r	11.0	11.0	11.0	11.0
A0049_56497[c-]f	6.0	6.0	6.0	6.0
A0049_56497[c-]r	6.0	6.0	6.0	6.0
A0049_56531[c-]f	4.0	4.0	4.0	4.0
A0049_56531[c-]r	4.0	4.0	4.0	4.0
A0049_56549[c-]f	5.0	5.0	5.0	5.0
A0049_56549[c-]r	5.0	5.0	5.0	5.0
A0049_56583[c-]f	5.0	5.0	5.0	5.0
A0049_56583[c-]r	5.0	5.0	5.0	5.0
A0049_56652[c-]f	1.0	1.0	1.0	1.0
A0049_56652[c-]r	1.0	1.0	1.0	1.0
A0049_56722[c-]f	2.0	2.0	2.0	2.0
A0049_56722[c-]r	2.0	2.0	2.0	2.0
A0050_59721[c+]f	15.0	15.0	15.0	15.0
A0050_59721[c+]r	15.0	15.0	15.0	15.0
A0050_59931[c+]f	0.0	0.0	0.0	0.0
A0050_59931[c+]r	0.0	0.0	0.0	0.0
A0050_59970[c+]f	4.0	4.0	4.0	4.0
A0050_59970[c+]r	4.0	4.0	4.0	4.0
A0050_60045[c+]f	0.0	0.0	0.0	0.0
A0050_60045[c+]r	0.0	0.0	0.0	0.0
A0050_60052[c+]f	28.0	28.0	28.0	28.0
A0050_60052[c+]r	28.0	28.0	28.0	28.0
A0050_60053[c+]f	83.0	83.0	83.0	83.0
A0050_60053[c+]r	83.0	83.0	83.0	83.0
A0050_60056[c+]f	1.0	1.0	1.0	1.0
A0050_60056[c+]r	1.0	1.0	1.0	1.0
A0050_60106[c+]f	72.0	72.0	72.0	72.0
